Iteration,Random Seed,Autocorrlation,Moran I,Filter Method,Number of H0 Points,TL,AL,TML,AML,Value
33,976,positive,0.9064126599661075,up,49,24.02840171557493,0.4903755452158149,12.014200857787465,0.24518777260790744,23.917659539229557
33,976,positive,0.9064126599661075,down,49,23.11414972518772,0.47171734133036164,11.55707486259386,0.23585867066518082,23.91765953922956
33,976,negative,-0.8918580376323499,up,49,25.83485515846391,0.5272419420094675,12.917427579231955,0.26362097100473375,25.189632774386585
33,976,negative,-0.8918580376323499,down,49,17.09296720575663,0.3488360654236047,8.546483602878315,0.17441803271180234,25.189632774386585
34,755,none,-0.07083432245627208,up,49,26.671973751065963,0.5443259949197136,13.335986875532981,0.2721629974598568,25.53879752659262
34,755,none,-0.07083432245627208,down,49,19.10143887676706,0.38982528319932774,9.55071943838353,0.19491264159966387,25.538797526592617
34,755,positive,0.8010090225758284,up,49,25.626810595465987,0.5229961346013466,12.813405297732993,0.2614980673006733,25.538797526592624
34,755,positive,0.8010090225758284,down,49,25.118923272530157,0.512631087194493,12.559461636265079,0.2563155435972465,25.538797526592624
34,755,negative,-0.7732281228324919,up,49,25.746150600932367,0.5254316449169871,12.873075300466184,0.26271582245849356,24.77512042729256
34,755,negative,-0.7732281228324919,down,49,15.696880574631498,0.3203445015230918,7.848440287315749,0.1601722507615459,24.77512042729256
35,709,none,-0.29300890276129243,up,49,25.32751406802878,0.516888042204669,12.66375703401439,0.2584440211023345,24.139022176049753
35,709,none,-0.29300890276129243,down,49,16.43173028614955,0.3353414344112153,8.215865143074774,0.16767071720560764,24.139022176049757
35,709,positive,0.7934953485752643,up,49,24.185146632826772,0.4935744210780974,12.092573316413386,0.2467872105390487,24.139022176049753
35,709,positive,0.7934953485752643,down,49,23.62322597335302,0.48210665251740853,11.81161298667651,0.24105332625870426,24.139022176049757
35,709,negative,-0.8287826456364208,up,49,25.511351294135316,0.5206398223292922,12.755675647067658,0.2603199111646461,24.65759517692876
35,709,negative,-0.8287826456364208,down,49,16.02355959255158,0.3270114202561547,8.01177979627579,0.16350571012807735,24.657595176928762
36,847,none,-0.10336971249369602,up,49,25.432392323398364,0.5190284147632319,12.716196161699182,0.25951420738161596,24.41940088521983
36,847,none,-0.10336971249369602,down,49,17.748791925666545,0.3622202433809499,8.874395962833272,0.18111012169047494,24.41940088521983
36,847,positive,0.8565967723905835,up,49,24.50288241857857,0.5000588248689504,12.251441209289284,0.2500294124344752,24.419400885219826
36,847,positive,0.8565967723905835,down,49,23.982564789732724,0.4894400977496474,11.991282394866362,0.2447200488748237,24.41940088521983
36,847,negative,-0.8865388657383994,up,49,25.130419990952575,0.512865714101073,12.565209995476287,0.2564328570505365,24.30640792689997
36,847,negative,-0.8865388657383994,down,49,17.375954750444475,0.35461132143764235,8.687977375222237,0.17730566071882117,24.30640792689997
37,431,none,-0.008038500086067239,up,49,25.51497383674126,0.5207137517702298,12.75748691837063,0.2603568758851149,24.27097733043952
37,431,none,-0.008038500086067239,down,49,15.947427604010418,0.32545770620429426,7.973713802005209,0.16272885310214713,24.27097733043952
37,431,positive,0.7393603889725312,up,49,24.388559178226195,0.4977256975148203,12.194279589113098,0.24886284875741016,24.270977330439525
37,431,positive,0.7393603889725312,down,49,23.763433567771227,0.4849680319953312,11.881716783885613,0.2424840159976656,24.27097733043952
37,431,negative,-0.8244234295651165,up,49,25.67921290881133,0.5240655695675782,12.839606454405665,0.2620327847837891,24.738172090559576
37,431,negative,-0.8244234295651165,down,49,16.11540117859953,0.32888573833876594,8.057700589299765,0.16444286916938297,24.73817209055957
38,448,none,-0.06588007936971835,up,49,27.566531244961766,0.5625822703053421,13.783265622480883,0.28129113515267107,26.594610112517305
38,448,none,-0.06588007936971835,down,49,19.51211609844057,0.39820645098858304,9.756058049220284,0.19910322549429152,26.5946101125173
38,448,positive,0.9155892365745184,up,49,26.682993954034064,0.5445508970211034,13.341496977017032,0.2722754485105517,26.59461011251731
38,448,positive,0.9155892365745184,down,49,26.05398537354736,0.5317139872152522,13.02699268677368,0.2658569936076261,26.594610112517305
38,448,negative,-0.801689612935869,up,49,24.92199829281122,0.5086122100573719,12.46099914640561,0.25430610502868595,24.253593811799075
38,448,negative,-0.801689612935869,down,49,16.96495878474507,0.3462236486682667,8.482479392372534,0.17311182433413336,24.253593811799075
39,850,none,0.008584293243471142,up,49,24.233600491350238,0.49456327533367833,12.116800245675119,0.24728163766683917,22.906019969910105
39,850,none,0.008584293243471142,down,49,14.919913992150335,0.3044880406561293,7.459956996075167,0.15224402032806464,22.9060199699101
39,850,positive,0.8742488203438916,up,49,23.01073257509559,0.4696067872468488,11.505366287547796,0.2348033936234244,22.9060199699101
39,850,positive,0.8742488203438916,down,49,22.253429966751153,0.4541516319745133,11.126714983375576,0.22707581598725665,22.906019969910105
39,850,negative,-0.7876721104980444,up,49,25.629145853466678,0.5230437929278914,12.814572926733339,0.2615218964639457,24.873206819003375
39,850,negative,-0.7876721104980444,down,49,16.229619659348163,0.3312167277417992,8.114809829674082,0.1656083638708996,24.87320681900337
40,99,none,-0.09707630453249586,up,49,25.526484986454484,0.5209486731929487,12.763242493227242,0.26047433659647434,24.647770212558896
40,99,none,-0.09707630453249586,down,49,16.43908448541484,0.3354915201105069,8.21954224270742,0.16774576005525346,24.647770212558893
40,99,positive,0.8036059224189599,up,49,24.726956541481965,0.5046317661526931,12.363478270740982,0.25231588307634656,24.647770212558896
40,99,positive,0.8036059224189599,down,49,23.918933043779884,0.4881414906893854,11.959466521889942,0.2440707453446927,24.6477702125589
40,99,negative,-0.8108312505134905,up,49,25.605319325626485,0.5225575372576834,12.802659662813243,0.2612787686288417,24.813729884420212
40,99,negative,-0.8108312505134905,down,49,15.77687769402943,0.321977095796519,7.888438847014715,0.1609885478982595,24.813729884420212
41,984,none,0.09851058120367616,up,49,25.749397469925416,0.5254979075494983,12.874698734962708,0.26274895377474916,24.62485609226023
41,984,none,0.09851058120367616,down,49,17.576769883791165,0.3587095894651258,8.788384941895583,0.1793547947325629,24.62485609226023
41,984,positive,0.8828250423624993,up,49,24.843615977978477,0.5070125709791525,12.421807988989238,0.25350628548957627,24.62485609226023
41,984,positive,0.8828250423624993,down,49,23.599060478924436,0.4816134791617232,11.799530239462218,0.2408067395808616,24.624856092260234
41,984,negative,-0.8402717326035917,up,49,25.59042270221102,0.5222535245349187,12.79521135110551,0.26112676226745934,24.799867358215472
41,984,negative,-0.8402717326035917,down,49,16.419527296894646,0.33509239381417644,8.209763648447323,0.16754619690708822,24.799867358215472
42,177,none,0.03607242171508987,up,49,27.422776471210643,0.5596484994124621,13.711388235605321,0.27982424970623104,25.94942893869094
42,177,none,0.03607242171508987,down,49,17.606122305518802,0.3593086184799756,8.803061152759401,0.1796543092399878,25.94942893869094
42,177,positive,0.7144781987079487,up,49,26.079210256411887,0.5322287807430998,13.039605128205944,0.2661143903715499,25.94942893869094
42,177,positive,0.7144781987079487,down,49,25.29363641179968,0.5161966614652996,12.64681820589984,0.2580983307326498,25.94942893869094
42,177,negative,-0.8466312873111829,up,49,25.38755631610185,0.5181133942061602,12.693778158050925,0.2590566971030801,24.56483383812409
42,177,negative,-0.8466312873111829,down,49,15.243008504505655,0.3110818062144011,7.621504252252827,0.15554090310720056,24.564833838124088
43,755,none,-0.07083432245627208,up,49,26.671973751065963,0.5443259949197136,13.335986875532981,0.2721629974598568,25.53879752659262
43,755,none,-0.07083432245627208,down,49,19.10143887676706,0.38982528319932774,9.55071943838353,0.19491264159966387,25.538797526592617
43,755,positive,0.8010090225758284,up,49,25.626810595465987,0.5229961346013466,12.813405297732993,0.2614980673006733,25.538797526592624
43,755,positive,0.8010090225758284,down,49,25.118923272530157,0.512631087194493,12.559461636265079,0.2563155435972465,25.538797526592624
43,755,negative,-0.7732281228324919,up,49,25.746150600932367,0.5254316449169871,12.873075300466184,0.26271582245849356,24.77512042729256
43,755,negative,-0.7732281228324919,down,49,15.696880574631498,0.3203445015230918,7.848440287315749,0.1601722507615459,24.77512042729256
44,797,none,-0.08895076167326163,up,49,25.798162265988143,0.5264931074691458,12.899081132994072,0.2632465537345729,24.837174418679645
44,797,none,-0.08895076167326163,down,49,16.97778372629681,0.3464853821693227,8.488891863148405,0.17324269108466134,24.83717441867964
44,797,positive,0.8383070700175896,up,49,24.960150308855663,0.5093908226297074,12.480075154427832,0.2546954113148537,24.83717441867965
44,797,positive,0.8383070700175896,down,49,24.103297629606914,0.49190403325728393,12.051648814803457,0.24595201662864197,24.837174418679645
44,797,negative,-0.8155038868480502,up,49,25.735726307525713,0.5252189042352187,12.867863153762856,0.26260945211760933,24.98483124541129
44,797,negative,-0.8155038868480502,down,49,16.4438079550476,0.33558791744995103,8.2219039775238,0.16779395872497552,24.984831245411286
45,659,none,-0.04229120552729568,up,49,27.068145174785528,0.5524111260160312,13.534072587392764,0.2762055630080156,25.51788130939153
45,659,none,-0.04229120552729568,down,49,17.283890992296428,0.35273246923053936,8.641945496148214,0.17636623461526968,25.517881309391527
45,659,positive,0.8967287833153146,up,49,25.658065158471945,0.5236339828259581,12.829032579235973,0.26181699141297904,25.51788130939153
45,659,positive,0.8967287833153146,down,49,24.806509097974534,0.506255287713766,12.403254548987267,0.253127643856883,25.51788130939153
45,659,negative,-0.82519771568617,up,49,25.535243732006975,0.5211274231021832,12.767621866003488,0.2605637115510916,24.860337828854863
45,659,negative,-0.82519771568617,down,49,17.548086063423792,0.35812420537599576,8.774043031711896,0.17906210268799788,24.86033782885486
46,147,none,-0.0026178370413635767,up,49,25.268697698719247,0.5156877081371275,12.634348849359624,0.25784385406856375,23.957245879570245
46,147,none,-0.0026178370413635767,down,49,16.434635962572475,0.3354007339300505,8.217317981286238,0.16770036696502524,23.957245879570248
46,147,positive,0.8329242850910163,up,49,24.050463695202197,0.490825789698004,12.025231847601098,0.245412894849002,23.95724587957025
46,147,positive,0.8329242850910163,down,49,23.297209300943386,0.47545325103966096,11.648604650471693,0.23772662551983048,23.95724587957025
46,147,negative,-0.7969163034174044,up,49,25.45955129369679,0.5195826794631998,12.729775646848395,0.2597913397315999,24.801186179917583
46,147,negative,-0.7969163034174044,down,49,16.33092090283897,0.3332841000579381,8.165460451419484,0.16664205002896906,24.801186179917583
47,910,none,-0.09196849939883342,up,49,26.94243856149304,0.5498456849284294,13.47121928074652,0.2749228424642147,25.296556816903987
47,910,none,-0.09196849939883342,down,49,16.44091494525284,0.3355288764337314,8.22045747262642,0.1677644382168657,25.296556816903987
47,910,positive,0.7466852012617593,up,49,25.473966863019644,0.5198768747555029,12.736983431509822,0.25993843737775146,25.29655681690399
47,910,positive,0.7466852012617593,down,49,24.480103519291198,0.49959394937328977,12.240051759645599,0.24979697468664488,25.296556816903987
47,910,negative,-0.7949967517422796,up,49,25.48610986887105,0.52012469120145,12.743054934435525,0.260062345600725,24.52138421136065
47,910,negative,-0.7949967517422796,down,49,16.02153315286845,0.3269700643442541,8.010766576434225,0.16348503217212704,24.52138421136065
48,423,none,-0.19886154120560637,up,49,26.47952528286308,0.540398475160471,13.23976264143154,0.2701992375802355,25.2826483237507
48,423,none,-0.19886154120560637,down,49,17.394280011615244,0.35498530635949477,8.697140005807622,0.17749265317974738,25.282648323750703
48,423,positive,0.8521862262393413,up,49,25.46562017220452,0.5197065341266228,12.73281008610226,0.2598532670633114,25.282648323750703
48,423,positive,0.8521862262393413,down,49,24.38213692104535,0.49759463104174184,12.191068460522676,0.24879731552087092,25.282648323750703
48,423,negative,-0.7620790945151834,up,49,25.50707327824493,0.5205525158825496,12.753536639122466,0.2602762579412748,24.676108088266854
48,423,negative,-0.7620790945151834,down,49,15.001740500031472,0.3061579693883974,7.500870250015736,0.1530789846941987,24.676108088266854
49,288,none,-0.05279455126575993,up,49,26.280830380152047,0.5363434771459601,13.140415190076023,0.26817173857298005,25.382436569606607
49,288,none,-0.05279455126575993,down,49,16.966898095440328,0.3462632264375577,8.483449047720164,0.17313161321877885,25.38243656960661
49,288,positive,0.8398279283721383,up,49,25.512568597305425,0.5206646652511311,12.756284298652712,0.26033233262556554,25.38243656960661
49,288,positive,0.8398279283721383,down,49,24.615946977127045,0.5023662648393274,12.307973488563523,0.2511831324196637,25.38243656960661
49,288,negative,-0.8177385003557519,up,49,25.532255442040704,0.5210664375926675,12.766127721020352,0.26053321879633373,24.65971609813107
49,288,negative,-0.8177385003557519,down,49,15.785710803988422,0.3221573633467025,7.892855401994211,0.16107868167335124,24.65971609813107
50,961,none,0.02922232013898132,up,49,24.112688337630125,0.49209568035979845,12.056344168815063,0.24604784017989922,23.148077604800132
50,961,none,0.02922232013898132,down,49,16.020993679357474,0.3269590546807648,8.010496839678737,0.1634795273403824,23.148077604800136
50,961,positive,0.9251163729414835,up,49,23.285632592014107,0.4752169916737573,11.642816296007053,0.23760849583687865,23.148077604800132
50,961,positive,0.9251163729414835,down,49,22.284442033626405,0.45478453129849805,11.142221016813203,0.22739226564924903,23.148077604800132
50,961,negative,-0.7149752854573314,up,49,26.117761535844593,0.5330155415478488,13.058880767922297,0.2665077707739244,25.473891120180028
50,961,negative,-0.7149752854573314,down,49,16.791242587427515,0.34267842015158195,8.395621293713758,0.17133921007579098,25.473891120180028
51,265,none,0.1299208036086619,up,49,25.98655266635814,0.5303378095175131,12.99327633317907,0.26516890475875654,25.163546050477315
51,265,none,0.1299208036086619,down,49,17.939335574016933,0.3661088892656517,8.969667787008467,0.18305444463282586,25.16354605047731
51,265,positive,0.8328356984034724,up,49,25.30197353070239,0.5163668067490284,12.650986765351195,0.2581834033745142,25.16354605047732
51,265,positive,0.8328356984034724,down,49,24.10615724854911,0.49196239282753285,12.053078624274555,0.24598119641376642,25.163546050477315
51,265,negative,-0.8728382545574663,up,49,25.022021430112634,0.5106534985737272,12.511010715056317,0.2553267492868636,24.18798824037102
51,265,negative,-0.8728382545574663,down,49,14.369221479495518,0.29324941794888815,7.184610739747759,0.14662470897444407,24.187988240371023
52,697,none,-0.018138771494931507,up,49,25.469580836834176,0.519787364017024,12.734790418417088,0.259893682008512,23.896369853001
52,697,none,-0.018138771494931507,down,49,14.713762700373984,0.30028087143620374,7.356881350186992,0.15014043571810187,23.896369853001
52,697,positive,0.7713500454563189,up,49,24.009375418191823,0.48998725343248617,12.004687709095911,0.24499362671624308,23.896369853001
52,697,positive,0.7713500454563189,down,49,23.335008411782116,0.47622466146494113,11.667504205891058,0.23811233073247057,23.896369853001
52,697,negative,-0.8052140789264153,up,49,25.144867827139873,0.5131605679008138,12.572433913569936,0.2565802839504069,24.239295839693504
52,697,negative,-0.8052140789264153,down,49,15.163480559523952,0.30945878692906026,7.581740279761976,0.15472939346453013,24.239295839693504
53,639,none,-0.27738971739085494,up,49,27.757586549213563,0.5664813581472156,13.878793274606782,0.2832406790736078,26.61004286709736
53,639,none,-0.27738971739085494,down,49,18.1942060853147,0.3713103282717286,9.09710304265735,0.1856551641358643,26.61004286709736
53,639,positive,0.7612062402706614,up,49,26.69228412774721,0.5447404924030043,13.346142063873605,0.27237024620150213,26.610042867097363
53,639,positive,0.7612062402706614,down,49,26.078042627344864,0.5322049515784666,13.039021313672432,0.2661024757892333,26.610042867097363
53,639,negative,-0.828444486567905,up,49,24.874742939751627,0.507647815096972,12.437371469875814,0.253823907548486,24.12036786950034
53,639,negative,-0.828444486567905,down,49,16.5034837235368,0.33680579027626123,8.2517418617684,0.16840289513813061,24.120367869500342
54,544,none,0.12679358343632438,up,49,24.512546840120997,0.500256057961653,12.256273420060499,0.2501280289808265,23.80494731770087
54,544,none,0.12679358343632438,down,49,17.29766304847125,0.3530135316014541,8.648831524235625,0.17650676580072705,23.80494731770087
54,544,positive,0.8978635486636571,up,49,23.944740215904634,0.48866816767152316,11.972370107952317,0.24433408383576158,23.804947317700876
54,544,positive,0.8978635486636571,down,49,22.769236883652496,0.4646783037480101,11.384618441826248,0.23233915187400506,23.804947317700872
54,544,negative,-0.8005133600637009,up,49,25.031513884451957,0.5108472221316726,12.515756942225979,0.2554236110658363,24.2412808021623
54,544,negative,-0.8005133600637009,down,49,15.239576045683883,0.311011756034365,7.6197880228419415,0.1555058780171825,24.241280802162304
55,543,none,-0.050307974907045735,up,49,26.49984690156169,0.5408132020726876,13.249923450780845,0.2704066010363438,25.20122477557984
55,543,none,-0.050307974907045735,down,49,15.760046510844532,0.32163360226213333,7.880023255422266,0.16081680113106667,25.20122477557984
55,543,positive,0.8158126927070934,up,49,25.37924269859238,0.5179437285427015,12.68962134929619,0.25897186427135077,25.20122477557984
55,543,positive,0.8158126927070934,down,49,24.34825210986965,0.4969031042830541,12.174126054934826,0.24845155214152706,25.201224775579842
55,543,negative,-0.8195407049383769,up,49,25.55499265468581,0.5215304623405268,12.777496327342906,0.2607652311702634,24.688705888148085
55,543,negative,-0.8195407049383769,down,49,15.643895856679372,0.3192631807485586,7.821947928339686,0.1596315903742793,24.688705888148085
56,714,none,-0.048201324974195846,up,49,23.417993376145525,0.4779182321662352,11.708996688072762,0.2389591160831176,22.37250010027068
56,714,none,-0.048201324974195846,down,49,15.95027296893232,0.3255157748761698,7.97513648446616,0.1627578874380849,22.37250010027068
56,714,positive,0.8551574093632734,up,49,22.47224780387852,0.4586173021199698,11.23612390193926,0.2293086510599849,22.372500100270685
56,714,positive,0.8551574093632734,down,49,21.74025554861884,0.4436786846656906,10.87012777430942,0.2218393423328453,22.37250010027068
56,714,negative,-0.7680112425995472,up,49,25.84526757087407,0.5274544402219198,12.922633785437036,0.2637272201109599,24.949771809233944
56,714,negative,-0.7680112425995472,down,49,16.739330816636794,0.34161899625789377,8.369665408318397,0.17080949812894688,24.949771809233944
57,244,none,0.04604474296860297,up,49,25.025518368993097,0.5107248646733286,12.512759184496549,0.2553624323366643,23.998077791105064
57,244,none,0.04604474296860297,down,49,17.78176865488302,0.3628932378547555,8.89088432744151,0.18144661892737776,23.998077791105064
57,244,positive,0.7335698005088979,up,49,24.12474914002521,0.49234181918418796,12.062374570012604,0.24617090959209398,23.998077791105064
57,244,positive,0.7335698005088979,down,49,23.253192114176215,0.47455494110563706,11.626596057088108,0.23727747055281853,23.998077791105068
57,244,negative,-0.8541868593587991,up,49,24.707891782445667,0.5042426894376667,12.353945891222834,0.25212134471883335,24.09971772198992
57,244,negative,-0.8541868593587991,down,49,15.884024656034274,0.3241637684904954,7.942012328017137,0.1620818842452477,24.09971772198992
58,151,none,-0.05722510234677454,up,49,26.394008210322443,0.5386532287820907,13.197004105161222,0.2693266143910453,25.326301394563963
58,151,none,-0.05722510234677454,down,49,18.396070232008608,0.37543000473486954,9.198035116004304,0.18771500236743477,25.32630139456396
58,151,positive,0.8572348034684012,up,49,25.472400920271546,0.5198449167402357,12.736200460135773,0.25992245837011785,25.326301394563966
58,151,positive,0.8572348034684012,down,49,24.58277675069441,0.501689321442743,12.291388375347205,0.2508446607213715,25.326301394563963
58,151,negative,-0.8254571863542596,up,49,25.856328355175197,0.5276801705137796,12.928164177587599,0.2638400852568898,24.97960583379088
58,151,negative,-0.8254571863542596,down,49,16.145345523200824,0.3294968474122617,8.072672761600412,0.16474842370613085,24.979605833790885
59,675,none,0.023194109930868408,up,49,26.925080217203224,0.5494914330041474,13.462540108601612,0.2747457165020737,25.211227049031844
59,675,none,0.023194109930868408,down,49,14.27243840229006,0.2912742531079604,7.13621920114503,0.1456371265539802,25.211227049031848
59,675,positive,0.7997263280556545,up,49,25.40557937107163,0.5184812116545231,12.702789685535816,0.25924060582726155,25.211227049031848
59,675,positive,0.7997263280556545,down,49,24.15749508987139,0.49301010387492633,12.078747544935695,0.24650505193746317,25.211227049031848
59,675,negative,-0.8202289817714522,up,49,25.624798508034782,0.5229550715925466,12.812399254017391,0.2614775357962733,24.84472163819723
59,675,negative,-0.8202289817714522,down,49,16.34641142181981,0.33360023309836345,8.173205710909905,0.16680011654918173,24.84472163819723
60,510,none,0.05962169523683326,up,49,25.518597004028987,0.5207876939597752,12.759298502014493,0.2603938469798876,24.282853411881508
60,510,none,0.05962169523683326,down,49,17.2551191147661,0.352145288056451,8.62755955738305,0.1760726440282255,24.282853411881508
60,510,positive,0.8986172236197344,up,49,24.421535827949466,0.4983986903663156,12.210767913974733,0.2491993451831578,24.28285341188151
60,510,positive,0.8986172236197344,down,49,23.54797460019437,0.4805709102080483,11.773987300097184,0.24028545510402416,24.282853411881515
60,510,negative,-0.8229125859547223,up,49,25.472402973585893,0.5198449586446101,12.736201486792947,0.25992247932230506,24.790616833911375
60,510,negative,-0.8229125859547223,down,49,15.11259871273668,0.3084203818925853,7.55629935636834,0.15421019094629265,24.790616833911375
61,459,none,-0.29520007844600576,up,49,27.235028530452198,0.5558169087847388,13.617514265226099,0.2779084543923694,25.74606583951646
61,459,none,-0.29520007844600576,down,49,15.823371234091448,0.3229259435528867,7.911685617045724,0.16146297177644334,25.74606583951646
61,459,positive,0.8304819878850886,up,49,25.80860421798385,0.5267062085302826,12.904302108991924,0.2633531042651413,25.74606583951646
61,459,positive,0.8304819878850886,down,49,25.30677957429095,0.5164648892712439,12.653389787145475,0.25823244463562195,25.746065839516458
61,459,negative,-0.7491044638424215,up,49,25.71047108096629,0.5247034914482916,12.855235540483145,0.2623517457241458,24.7535015651661
61,459,negative,-0.7491044638424215,down,49,16.03779291163975,0.3273018961559133,8.018896455819876,0.16365094807795666,24.7535015651661
62,882,none,-0.09435703118637521,up,49,25.679481065862568,0.5240710421604605,12.839740532931284,0.26203552108023026,24.34781737862706
62,882,none,-0.09435703118637521,down,49,16.37602525090121,0.3342045969571676,8.188012625450606,0.1671022984785838,24.347817378627063
62,882,positive,0.8687317677019469,up,49,24.489168878360758,0.49977895670123995,12.244584439180379,0.24988947835061998,24.347817378627063
62,882,positive,0.8687317677019469,down,49,23.50701088821769,0.47973491608607527,11.753505444108844,0.23986745804303763,24.347817378627063
62,882,negative,-0.8473447128178718,up,49,25.319426797686255,0.516722995871148,12.659713398843127,0.258361497935574,24.553525219950384
62,882,negative,-0.8473447128178718,down,49,16.644096620620296,0.3396754412371489,8.322048310310148,0.16983772061857444,24.553525219950384
63,183,none,0.029300237375489938,up,49,25.901587865702414,0.5286038339939269,12.950793932851207,0.2643019169969634,24.69227603883295
63,183,none,0.029300237375489938,down,49,17.72701844062776,0.3617758865434237,8.86350922031388,0.18088794327171184,24.692276038832954
63,183,positive,0.8697939027005233,up,49,24.79903664661518,0.5061027887064322,12.39951832330759,0.2530513943532161,24.69227603883295
63,183,positive,0.8697939027005233,down,49,23.98967437891994,0.4895851914065294,11.99483718945997,0.2447925957032647,24.692276038832954
63,183,negative,-0.8774378101315866,up,49,25.678458706920356,0.5240501776922522,12.839229353460178,0.2620250888461261,25.035782383187343
63,183,negative,-0.8774378101315866,down,49,16.853655923603768,0.34395216170619936,8.426827961801884,0.17197608085309968,25.035782383187343
64,28,none,-0.13353718869132267,up,49,25.458391808403956,0.5195590164980399,12.729195904201978,0.25977950824901996,24.446003174602932
64,28,none,-0.13353718869132267,down,49,17.415562145289556,0.3554196356181542,8.707781072644778,0.1777098178090771,24.446003174602932
64,28,positive,0.8731935492799495,up,49,24.503162695343292,0.5000645448029243,12.251581347671646,0.25003227240146214,24.446003174602932
64,28,positive,0.8731935492799495,down,49,23.97390854300542,0.48926343965317187,11.98695427150271,0.24463171982658594,24.446003174602932
64,28,negative,-0.718069682992061,up,49,25.299594344988193,0.5163182519385345,12.649797172494097,0.25815912596926727,24.464653212721068
64,28,negative,-0.718069682992061,down,49,15.986201436965379,0.3262490089176608,7.993100718482689,0.1631245044588304,24.464653212721064
65,802,none,-0.13756771748323257,up,49,25.6588411952674,0.5236498203115796,12.8294205976337,0.2618249101557898,24.646767549449795
65,802,none,-0.13756771748323257,down,49,17.477546033397743,0.35668461292648457,8.738773016698872,0.17834230646324228,24.646767549449795
65,802,positive,0.8588546631973905,up,49,24.768740920691545,0.5054845085855417,12.384370460345773,0.25274225429277086,24.646767549449795
65,802,positive,0.8588546631973905,down,49,23.90397754423337,0.48783627641292593,11.951988772116685,0.24391813820646296,24.646767549449798
65,802,negative,-0.7549746448243896,up,49,25.48718907016817,0.5201467157177178,12.743594535084085,0.2600733578588589,24.65308717349653
65,802,negative,-0.7549746448243896,down,49,17.306253503130947,0.3531888470026724,8.653126751565473,0.1765944235013362,24.653087173496534
66,128,none,0.020521390188813493,up,49,25.58351973899645,0.5221126477346214,12.791759869498225,0.2610563238673107,24.302426169585942
66,128,none,0.020521390188813493,down,49,17.144360789687664,0.34988491407525846,8.572180394843832,0.17494245703762923,24.302426169585946
66,128,positive,0.8536153890794833,up,49,24.42635803803264,0.4984971028169926,12.21317901901632,0.2492485514084963,24.30242616958595
66,128,positive,0.8536153890794833,down,49,23.777784875689616,0.4852609158304003,11.888892437844808,0.24263045791520016,24.30242616958595
